6.6	      0.1149	    3889
7.6	      0.1323	    4026
8.1	      0.1409	    4388
8.5	      0.1478	    4471
8.6	      0.1495	    4713
9.0	      0.1564	    4922
9.6	      0.1668	    5015
10.1	  0.1754	    5876
11.5	  0.1994	    6678
12.4	  0.2147	    7065
7.0	      0.1219	    4046.6
7.5	      0.1305	    4358.3
8.5	      0.1478	    4916.0
9.5	      0.1650	    5460.7
10.0	  0.1736    	5769.6
10.0	  0.1736	    5790.7
